668.608877      0.259925
668.609024      0.179023
668.609137      0.303788
668.609297      0.391513
668.609391      0.472741
668.609551      1.066676
668.609719      0.61895
668.609831      0.840538
668.609982      0.481188
668.610105      0.097795
668.610258      0.530575
668.610373      0.525376
668.610539      0.18942
668.610703      0.45812
668.610822      0.603354
668.610971      0.249203
668.611091      0.150756
668.611275      0.257326
668.611365      0.444474
668.611548      0.796351
668.611664      0.472416
668.611825      0.40321
668.611927      0.318409
668.612102      0.604329
668.612282      0.818445
668.6124        1.064726
668.612583      0.737217
668.612683      2.153824
668.612851      2.248698
668.612963      2.329925
668.613131      3.410578
668.61325       3.537619
668.61343       3.86188
668.613618      3.722493
668.613712      4.470115
668.613883      3.815093
668.614018      4.078271
668.614183      3.425199
668.614275      3.36964
668.614447      2.900143
668.61458       3.485633
668.61475       2.09469
668.61493       0.616351
668.615047      0.309636
668.615218      0.569239
668.615324      0.865556
668.61552       0.336279
668.615635      0.262849
668.61582       0.337578
668.615913      1.376964
668.616083      0.877253
668.616223      0.552344
668.61639       0.169275
668.616572      0.185521
668.616692      0.290791
668.61688       0.889275
668.616989      0.481188
668.617154      0.92534
668.617295      0.478914
668.61746       0.705376
668.617573      0.466892
668.617747      0.765809
668.617695      0.103644
668.617561      0.087723
668.617327      0.326856
668.617152      0.410358
668.616914      0.753463
668.616756      0.628372
668.6165        0.121189
668.616324      0.806098
668.616062      1.120611
668.615811      0.707001
668.615619      0.386315
668.615369      0.227434
668.6152        0.765484
668.61495       1.390611
668.614766      1.916965
668.614505      2.818591
668.614331      3.221805
668.614058      4.10134
668.613886      4.118885
668.613614      3.808595
668.613352      3.31473
668.613193      3.197762
668.612929      2.832887
668.612738      2.65711
668.612461      1.64664
668.612287      0.946784
668.612022      0.821044
668.611847      0.214763
668.611585      1.28469
668.611313      0.400611
668.611136      0.480214
668.610875      0.639744
668.610687      1.092993
668.610421      0.566965
668.61024       0.308662
668.609987      0.443174
668.609799      0.447398
668.609517      0.389239
